t,dt,x,y,delta,speed,location,dialog_open,bag_open,target,panel_size,event
2.33,0.050,1386,-596,1.0,19.9,Ghost Din Woods,0,0,,0,
2.38,0.050,1386,-597,1.0,19.9,Ghost Din Woods,0,0,,0,
2.43,0.050,1386,-597,0.0,0.0,Ghost Din Woods,0,0,,0,
2.48,0.050,1386,-598,1.0,19.9,Ghost Din Woods,0,0,,0,
2.53,0.050,1387,-598,1.0,19.8,Ghost Din Woods,0,0,,0,
2.58,0.050,1387,-599,1.0,19.9,Ghost Din Woods,0,0,,0,
2.63,0.050,1387,-599,0.0,0.0,Ghost Din Woods,0,0,,0,
2.68,0.051,1387,-600,1.0,19.8,Ghost Din Woods,0,0,,0,
2.73,0.050,1387,-601,1.0,19.8,Ghost Din Woods,0,0,,0,
2.78,0.050,1387,-601,0.0,0.0,Ghost Din Woods,0,0,,0,
2.83,0.051,1387,-602,1.0,19.7,Ghost Din Woods,0,0,,0,
2.88,0.051,1388,-603,1.4,28.0,Ghost Din Woods,0,0,,0,
2.93,0.051,1388,-603,0.0,0.0,Ghost Din Woods,0,0,,0,
2.98,0.051,1388,-604,1.0,19.8,Ghost Din Woods,0,0,,0,
3.03,0.050,1388,-604,0.0,0.0,Ghost Din Woods,0,0,,0,
3.08,0.051,1388,-605,1.0,19.8,Ghost Din Woods,0,0,,0,
3.13,0.050,1388,-606,1.0,19.9,Ghost Din Woods,0,0,,0,
3.18,0.051,1388,-607,1.0,19.8,Ghost Din Woods,0,0,,0,
3.23,0.051,1389,-607,1.0,19.8,Ghost Din Woods,0,0,,0,
3.28,0.051,1389,-608,1.0,19.8,Ghost Din Woods,0,0,,0,
3.33,0.051,1389,-608,0.0,0.0,Ghost Din Woods,0,0,,0,
3.38,0.050,1389,-609,1.0,19.8,Ghost Din Woods,0,0,,0,
3.44,0.051,1389,-610,1.0,19.7,Ghost Din Woods,0,0,,0,
3.49,0.051,1389,-610,0.0,0.0,Ghost Din Woods,0,0,,0,
3.54,0.051,1389,-611,1.0,19.7,Ghost Din Woods,0,0,,0,
3.59,0.051,1390,-612,1.4,27.9,Ghost Din Woods,0,0,,0,
3.64,0.050,1390,-612,0.0,0.0,Ghost Din Woods,0,0,,0,
3.69,0.050,1390,-613,1.0,19.8,Ghost Din Woods,0,0,,0,
3.74,0.050,1390,-613,0.0,0.0,Ghost Din Woods,0,0,,0,
3.79,0.051,1390,-614,1.0,19.6,Ghost Din Woods,0,0,,0,
3.84,0.050,1390,-614,0.0,0.0,Ghost Din Woods,0,0,,0,
3.89,0.051,1390,-614,0.0,0.0,Ghost Din Woods,0,0,,0,
3.94,0.051,1391,-616,2.2,44.3,Ghost Din Woods,0,0,,0,
3.99,0.050,1391,-616,0.0,0.0,Ghost Din Woods,0,0,,0,
4.04,0.050,1391,-616,0.0,0.0,Ghost Din Woods,0,0,,0,
4.09,0.050,1391,-616,0.0,0.0,Ghost Din Woods,0,0,,0,
4.14,0.050,1391,-618,2.0,39.8,Ghost Din Woods,0,0,,0,
4.19,0.051,1391,-619,1.0,19.8,Ghost Din Woods,0,0,,0,
4.24,0.051,1391,-620,1.0,19.6,Ghost Din Woods,0,0,,0,
4.29,0.051,1392,-620,1.0,19.8,Ghost Din Woods,0,0,,0,
4.35,0.051,1392,-621,1.0,19.8,Ghost Din Woods,0,0,,0,
4.40,0.050,1392,-622,1.0,19.8,Ghost Din Woods,0,0,,0,
4.45,0.050,1392,-622,0.0,0.0,Ghost Din Woods,0,0,,0,
4.50,0.051,1392,-623,1.0,19.8,Ghost Din Woods,0,0,,0,
4.55,0.051,1392,-623,0.0,0.0,Ghost Din Woods,0,0,,0,
4.60,0.051,1392,-624,1.0,19.8,Ghost Din Woods,0,0,,0,
4.65,0.050,1392,-625,1.0,19.8,Ghost Din Woods,0,0,,0,
4.70,0.050,1393,-625,1.0,19.9,Ghost Din Woods,0,0,,0,
4.75,0.051,1393,-626,1.0,19.8,Ghost Din Woods,0,0,,0,
4.80,0.051,1393,-627,1.0,19.8,Ghost Din Woods,0,0,,0,
4.85,0.051,1393,-627,0.0,0.0,Ghost Din Woods,0,0,,0,
4.90,0.051,1393,-628,1.0,19.8,Ghost Din Woods,0,0,,0,
4.95,0.051,1393,-628,0.0,0.0,Ghost Din Woods,0,0,,0,
5.00,0.051,1393,-629,1.0,19.8,Ghost Din Woods,0,0,,0,
5.05,0.051,1394,-630,1.4,27.9,Ghost Din Woods,0,0,,0,
5.10,0.050,1394,-630,0.0,0.0,Ghost Din Woods,0,0,,0,
5.15,0.051,1394,-631,1.0,19.8,Ghost Din Woods,0,0,,0,
5.20,0.050,1394,-632,1.0,19.9,Ghost Din Woods,0,0,,0,
5.25,0.051,1394,-632,0.0,0.0,Ghost Din Woods,0,0,,0,
5.30,0.050,1394,-633,1.0,19.9,Ghost Din Woods,0,0,,0,
5.35,0.050,1394,-633,0.0,0.0,Ghost Din Woods,0,0,,0,
5.41,0.051,1395,-634,1.4,27.9,Ghost Din Woods,0,0,,0,
5.46,0.050,1395,-635,1.0,19.9,Ghost Din Woods,0,0,,0,
5.51,0.051,1395,-635,0.0,0.0,Ghost Din Woods,0,0,,0,
5.56,0.051,1395,-636,1.0,19.7,Ghost Din Woods,0,0,,0,
5.61,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.66,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.71,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.76,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.81,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.86,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.91,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
5.96,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.01,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.06,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.11,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.16,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.21,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.26,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.31,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.36,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.41,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.46,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.52,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.57,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.62,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.67,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.72,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.77,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.82,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.87,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.92,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
6.97,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.02,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.07,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.12,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.17,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.22,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.27,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.32,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.37,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.43,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.48,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.53,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.58,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.63,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.68,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.73,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.78,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.83,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.88,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.93,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
7.98,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.03,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.08,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.13,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.18,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.23,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.28,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.33,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.39,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.44,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.49,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.54,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.59,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.64,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.69,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.74,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.79,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.84,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.89,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.94,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
8.99,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.04,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.09,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.14,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.19,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.24,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.29,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.34,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.39,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.45,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.50,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.55,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.60,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.65,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.70,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.75,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.80,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.85,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.90,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
9.95,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.00,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.05,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.10,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.15,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.20,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.25,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.30,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.36,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.41,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.46,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.51,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.56,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.61,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.66,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.71,0.052,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.76,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.81,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.86,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.91,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
10.96,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.01,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.06,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.11,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.17,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.22,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.27,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.32,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.37,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.42,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.47,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.52,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.57,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.62,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.67,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.72,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.77,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.82,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.87,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.92,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
11.97,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.02,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.08,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.13,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.18,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.23,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.28,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.33,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.38,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.43,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.48,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.53,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.58,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.63,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.68,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.73,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.78,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.83,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.88,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.93,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
12.98,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.03,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.08,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.14,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.19,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.24,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.29,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.34,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.39,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.44,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.49,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.54,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.59,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.64,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.69,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.74,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.79,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.84,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.89,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.94,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
13.99,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.04,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.09,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.15,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.20,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.25,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.30,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.35,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.40,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.45,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.50,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.55,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.60,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.65,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.70,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.75,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.80,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.85,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.90,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
14.95,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.00,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.05,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.10,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.16,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.21,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.26,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.31,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.36,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.41,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.46,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.51,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.56,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.61,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.66,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.71,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.76,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.81,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.86,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.91,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
15.96,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.02,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.07,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.12,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.17,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.22,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.27,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.32,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.37,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.42,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.47,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.52,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.57,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.62,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.67,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.72,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.77,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.82,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.87,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.93,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
16.98,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.03,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.08,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.13,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.18,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.23,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.28,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.33,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.38,0.050,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.43,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.48,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
17.53,0.051,1395,-636,0.0,0.0,Ghost Din Woods,0,0,,0,
